RecordedDate,PID,E1 _1,E1 _2,E1 _3,E2_1,E2_2,E2_3,E3_1,E3_2,E3_3,A1 _1,A1 _2,A1 _3,A2 _1,A2 _2,A2 _3,A3_1,A3_2,A3_3,C1_1,C1_2,C1_3,C2_1,C2_2,C2_3,C3_1,C3_2,C3_3,N1_1,N1_2,N1_3,N2_1,N2_2,N2_3,N3_1,N3_2,N3_3,O1_1,O1_2,O1_3,O2_1,O2_2,O2_3,O3_1,O3_2,O3_3,DIAMONDS_1,DIAMONDS_2,DIAMONDS_3,DIAMONDS_4,DIAMONDS_5,DIAMONDS_6,DIAMONDS_7,DIAMONDS_8,Emotion_1,Emotion_2,Emotion_3,Emotion_4,Emotion_5,Emotion_6,Emotion_7,Emotion_8,Di_Sit_1,Di_Sit_2,Di_Sit_3,Di_Sit_4,Di_Sit_5,Di_Sit_6,Di_Sit_7,Di_Sit_8,Di_Sit_9,Di_Sit_10,n
2023-11-05 09:35:45,37,NA,2,2,3,NA,1,NA,4,1,NA,4,4,NA,5,3,NA,4,3,4,NA,2,2,1,NA,2,2,NA,1,NA,5,1,4,NA,NA,4,2,2,3,NA,NA,4,2,3,NA,3,2,2,1,4,5,1,2,4,1,1,3,4,4,2,5,1,2,2,2,2,2,2,2,1,2,2,100
2023-11-05 15:22:17,37,2,2,NA,4,4,NA,NA,4,4,1,4,NA,5,5,NA,NA,2,2,5,NA,1,4,1,NA,4,NA,2,2,4,NA,2,NA,2,4,NA,4,5,1,NA,4,4,NA,2,NA,4,4,4,1,2,4,3,1,5,2,1,1,1,4,4,4,1,1,2,1,2,2,2,2,2,2,2,100
2023-11-05 19:08:49,37,3,NA,4,2,NA,4,1,NA,4,2,NA,4,4,5,NA,NA,5,2,3,NA,3,NA,4,2,5,4,NA,2,NA,4,NA,2,4,2,2,NA,2,NA,2,NA,1,1,2,4,NA,4,2,1,1,4,2,4,4,2,4,1,4,2,4,2,1,1,2,1,2,2,1,2,2,1,2,100
2023-11-06 09:00:40,37,4,4,NA,NA,4,1,NA,2,2,1,NA,4,5,NA,2,NA,2,2,4,2,NA,2,2,NA,NA,4,2,5,NA,2,1,NA,2,4,4,NA,5,NA,4,NA,2,2,NA,5,4,5,2,1,2,4,4,2,4,1,2,1,4,4,3,4,1,1,2,1,2,2,1,1,2,1,2,100
2023-11-06 10:18:24,37,4,4,NA,NA,4,1,NA,2,1,2,4,NA,5,4,NA,NA,2,2,5,NA,1,5,5,NA,4,NA,1,1,NA,5,NA,5,1,5,5,NA,2,NA,4,1,1,NA,4,NA,2,4,2,2,4,5,2,2,4,1,2,2,4,4,4,5,1,1,2,1,2,2,2,2,2,1,2,100
2023-11-07 09:19:42,37,3,NA,3,3,3,NA,2,1,NA,3,NA,3,NA,3,3,3,NA,3,4,NA,1,1,1,NA,3,NA,4,2,NA,4,NA,5,2,4,5,NA,2,NA,4,NA,2,3,3,NA,3,2,1,1,1,3,1,1,1,1,1,1,1,3,3,3,1,2,2,2,2,2,2,2,1,2,1,100
2023-11-07 11:30:22,37,4,NA,3,5,4,NA,4,NA,2,NA,2,2,5,5,NA,1,5,NA,4,2,NA,NA,4,1,4,3,NA,1,5,NA,2,5,NA,NA,5,2,4,NA,2,NA,4,4,2,NA,4,5,2,1,1,3,2,1,4,2,4,2,4,3,2,5,1,1,2,1,2,2,2,2,2,2,2,100
2023-11-07 14:48:11,37,4,NA,1,4,4,NA,NA,4,2,NA,4,5,4,5,NA,4,2,NA,NA,4,3,NA,4,2,4,NA,2,1,NA,4,NA,5,2,NA,4,2,1,NA,5,2,NA,2,2,NA,5,5,4,4,4,4,1,1,4,1,1,1,4,5,3,1,1,1,2,1,2,2,2,2,2,2,2,100
2023-11-07 17:07:04,37,NA,3,1,1,4,NA,2,4,NA,NA,1,1,NA,4,4,2,NA,1,5,1,NA,5,NA,1,NA,2,1,NA,5,5,1,5,NA,5,NA,2,4,2,NA,1,NA,1,NA,5,5,4,5,1,1,4,1,1,5,1,1,1,3,4,1,4,1,1,2,1,2,2,2,2,2,1,2,100
2023-11-08 10:07:21,37,3,NA,2,4,NA,1,2,NA,4,2,4,NA,5,5,NA,2,NA,2,4,NA,2,4,2,NA,NA,5,2,4,NA,3,NA,5,2,2,NA,4,NA,2,4,NA,2,3,NA,4,4,4,2,1,4,2,4,1,4,4,4,2,2,2,4,1,1,1,2,1,2,2,1,2,2,1,2,100
2023-11-08 15:35:17,37,2,2,NA,3,NA,3,1,NA,4,2,4,NA,NA,5,1,1,1,NA,NA,2,1,4,NA,2,NA,4,2,NA,2,4,4,2,NA,NA,2,4,NA,2,4,4,3,NA,NA,3,4,4,2,1,1,2,3,1,4,1,4,2,2,2,4,2,4,1,2,1,2,2,2,2,2,1,2,100
2023-11-08 16:13:01,37,3,NA,1,NA,4,2,4,2,NA,2,NA,4,NA,5,1,4,1,NA,4,NA,1,2,2,NA,NA,5,4,2,NA,5,1,NA,1,5,5,NA,2,4,NA,4,NA,4,2,4,NA,4,2,1,2,4,2,1,3,1,1,1,1,5,4,1,1,1,2,1,2,2,2,2,2,2,2,100
2023-11-09 11:30:17,37,NA,4,2,NA,2,2,NA,4,3,2,4,NA,5,NA,3,4,2,NA,4,2,NA,2,NA,3,4,4,NA,NA,4,4,NA,3,4,2,NA,4,4,NA,2,5,NA,4,2,NA,4,4,4,2,1,5,2,1,5,1,1,1,3,4,3,3,3,1,2,1,2,2,2,2,1,2,1,100
2023-11-09 12:57:34,37,2,NA,3,4,NA,2,5,4,NA,1,NA,5,NA,5,1,3,3,NA,4,2,NA,NA,2,2,NA,5,4,1,NA,5,2,NA,1,5,4,NA,4,5,NA,4,3,NA,2,NA,4,5,1,1,4,4,1,2,4,1,1,1,4,4,4,4,1,1,2,1,2,2,2,2,2,2,2,100
2023-11-09 14:57:07,37,4,4,NA,NA,4,1,4,NA,1,NA,4,2,NA,4,1,NA,2,1,5,2,NA,5,5,NA,3,4,NA,4,2,NA,1,NA,1,2,NA,4,NA,4,3,4,4,NA,1,5,NA,5,2,1,4,5,1,1,4,1,1,2,4,3,4,4,4,1,2,1,2,2,2,2,2,1,2,100
2023-11-09 17:27:52,37,4,NA,5,NA,4,2,NA,3,4,NA,4,1,5,NA,4,2,4,NA,2,4,NA,NA,4,1,4,2,NA,4,2,NA,3,NA,4,3,5,NA,5,2,NA,NA,4,4,NA,2,2,5,4,1,3,4,1,1,5,1,1,1,4,5,2,2,1,1,1,1,2,2,2,2,2,2,2,100
2023-11-09 18:44:47,37,NA,4,2,4,4,NA,NA,4,2,2,NA,5,5,5,NA,4,NA,2,NA,2,2,4,1,NA,3,4,NA,NA,2,4,NA,4,1,NA,4,2,NA,2,4,NA,2,2,4,4,NA,5,4,1,4,5,1,1,4,1,1,1,4,4,4,5,1,2,2,2,1,2,2,2,2,2,2,100
2023-11-10 09:07:36,37,NA,4,1,4,NA,1,2,1,NA,3,NA,2,NA,5,1,2,NA,2,4,NA,2,5,5,NA,4,NA,1,NA,5,4,1,4,NA,5,4,NA,5,NA,2,3,NA,2,2,4,NA,5,2,1,2,5,1,1,5,1,1,1,3,5,2,3,1,1,2,1,2,2,1,2,2,1,2,100
2023-11-10 10:26:12,37,NA,4,1,4,5,NA,4,NA,2,NA,4,4,5,NA,2,5,NA,2,4,1,NA,NA,4,2,3,NA,3,NA,5,5,NA,5,1,5,4,NA,NA,5,2,5,5,NA,2,NA,4,5,5,1,4,5,1,1,5,1,1,1,1,4,1,4,1,1,2,1,2,2,2,2,2,1,2,100
2023-11-10 16:08:37,37,NA,4,2,4,NA,4,4,NA,4,2,4,NA,4,NA,2,NA,1,1,4,NA,2,5,NA,2,4,4,NA,2,NA,5,NA,5,1,NA,4,2,NA,2,4,NA,4,3,1,5,NA,5,4,1,4,5,2,1,5,1,1,4,2,4,2,4,1,1,2,1,2,2,2,2,2,2,2,100
2023-11-10 18:17:28,37,4,NA,2,5,NA,1,4,5,NA,4,5,NA,4,4,NA,1,NA,1,NA,4,4,1,NA,4,2,4,NA,NA,1,4,NA,4,4,4,4,NA,4,NA,5,5,NA,4,NA,5,3,4,4,1,1,4,2,1,4,1,2,1,4,4,1,2,4,2,2,1,2,2,2,2,2,2,2,100
2023-11-11 10:30:50,37,4,4,NA,4,NA,2,NA,4,3,NA,4,2,5,NA,2,2,4,NA,NA,4,4,2,NA,5,3,4,NA,2,NA,4,1,NA,1,4,NA,2,4,2,NA,NA,4,4,2,NA,4,4,2,1,4,4,1,1,4,1,1,3,4,3,2,4,1,2,2,1,2,2,2,2,1,2,1,100
2023-11-11 14:05:02,37,3,NA,3,4,5,NA,3,2,NA,2,5,NA,5,NA,2,NA,4,2,2,4,NA,NA,1,4,2,NA,4,4,2,NA,1,NA,1,5,4,NA,5,NA,4,5,NA,5,2,NA,4,4,4,1,4,4,4,1,4,1,1,1,1,3,4,4,1,1,2,1,2,2,1,2,2,2,1,100
2023-11-11 19:08:49,37,3,NA,2,2,NA,2,NA,4,2,NA,1,1,NA,4,2,4,1,NA,3,NA,3,1,1,NA,NA,4,2,1,NA,5,4,NA,4,2,2,NA,5,NA,3,1,1,NA,3,NA,3,4,4,1,4,2,4,1,3,1,1,1,4,4,1,1,1,2,2,1,2,2,2,2,2,2,2,100
2023-11-12 09:31:44,37,NA,3,1,1,1,NA,1,2,NA,2,NA,3,NA,3,3,3,3,NA,1,NA,4,1,NA,4,NA,4,5,1,5,NA,NA,3,1,4,4,NA,2,5,NA,NA,1,3,4,3,NA,4,4,1,3,3,3,2,1,1,1,1,1,3,1,1,1,2,2,2,2,2,2,2,1,2,1,100
2023-11-12 22:21:15,37,3,3,NA,NA,4,1,NA,4,1,1,4,NA,4,2,NA,4,NA,2,5,NA,2,5,NA,1,NA,4,2,2,4,NA,2,NA,1,4,4,NA,5,NA,4,NA,1,1,2,NA,5,4,1,1,1,4,1,1,2,1,1,1,1,4,4,4,1,1,2,1,2,2,2,2,2,2,2,100
2023-11-13 12:04:47,37,4,3,NA,2,2,NA,2,NA,3,NA,2,2,NA,5,1,4,2,NA,4,2,NA,1,1,NA,NA,4,4,1,NA,5,NA,5,1,5,NA,2,5,NA,1,5,NA,5,NA,4,2,4,1,1,2,4,1,1,1,1,1,1,1,3,1,1,1,2,2,2,2,2,1,2,2,1,1,100
2023-11-13 14:56:12,37,4,3,NA,4,3,NA,5,5,NA,NA,2,2,5,NA,2,2,2,NA,NA,1,2,3,3,NA,4,2,NA,1,4,NA,1,NA,1,5,NA,2,NA,1,4,3,4,NA,NA,4,2,4,2,1,4,5,1,1,1,1,1,1,1,3,4,4,1,1,2,2,2,2,2,2,2,1,2,100
2023-11-13 17:34:19,37,4,NA,1,NA,2,5,NA,2,4,2,NA,4,5,NA,2,4,2,NA,4,NA,2,NA,4,2,4,2,NA,2,5,NA,2,4,NA,NA,5,1,5,2,NA,2,3,NA,2,5,NA,1,1,1,1,5,1,1,5,1,1,1,4,4,2,4,1,2,2,1,2,2,2,2,2,2,2,100
2023-11-13 19:48:12,37,3,NA,2,4,4,NA,2,NA,3,NA,1,1,4,5,NA,NA,3,1,NA,2,1,1,NA,4,4,NA,2,2,NA,4,4,NA,4,4,NA,2,5,NA,4,5,5,NA,2,5,NA,4,1,1,1,4,1,1,3,1,1,1,2,4,1,4,2,1,2,1,2,1,1,2,1,2,1,100
2023-11-14 12:07:07,37,5,NA,1,4,4,NA,NA,4,1,3,2,NA,NA,4,2,NA,2,2,NA,3,2,4,NA,2,4,NA,2,1,NA,5,3,NA,2,2,4,NA,NA,2,4,2,NA,2,1,4,NA,4,3,1,1,4,1,5,4,4,2,2,4,3,4,2,2,1,2,1,2,2,2,2,2,2,2,100
2023-11-14 12:53:22,37,NA,3,1,3,3,NA,5,4,NA,NA,1,2,4,4,NA,NA,2,3,4,NA,3,4,4,NA,NA,4,1,1,NA,3,2,4,NA,NA,4,2,5,1,NA,NA,3,5,2,NA,4,4,4,2,3,4,1,1,4,1,2,2,4,5,3,5,2,1,2,1,2,2,2,2,2,2,2,100
2023-11-14 14:30:22,37,NA,4,2,4,5,NA,5,NA,1,4,NA,1,NA,5,1,2,NA,4,NA,2,2,NA,4,2,NA,3,2,NA,5,5,1,NA,2,4,NA,1,4,1,NA,4,5,NA,1,5,NA,4,2,1,2,4,1,1,2,1,1,1,4,5,2,5,1,1,2,1,2,2,2,2,2,2,2,100
2023-11-14 17:01:46,37,2,2,NA,3,4,NA,NA,2,4,1,NA,5,NA,4,1,3,3,NA,NA,4,4,NA,2,3,4,4,NA,4,NA,3,4,2,NA,2,2,NA,4,2,NA,2,NA,2,4,NA,3,1,1,1,1,2,4,1,4,1,4,1,3,1,4,1,1,2,2,1,2,2,2,2,2,1,2,100
2023-11-15 10:16:14,37,4,4,NA,4,4,NA,NA,5,1,2,4,NA,NA,5,1,3,NA,3,4,2,NA,4,NA,2,NA,4,2,2,NA,5,2,5,NA,4,5,NA,5,1,NA,4,4,NA,2,4,NA,4,1,1,1,5,2,2,4,2,2,1,2,3,3,4,1,2,2,1,2,2,2,2,2,1,2,100
2023-11-15 12:02:39,37,NA,4,2,4,NA,2,NA,4,2,NA,5,2,NA,5,1,3,NA,4,5,NA,1,2,2,NA,3,4,NA,2,5,NA,1,5,NA,5,4,NA,NA,4,2,4,NA,5,2,NA,4,5,2,1,1,4,2,2,4,1,2,1,1,3,2,4,1,1,2,1,2,2,2,2,2,1,2,100
2023-11-15 15:02:16,37,NA,5,1,5,NA,2,5,NA,1,NA,3,1,NA,5,1,NA,2,2,NA,1,1,NA,5,1,4,4,NA,NA,5,5,NA,5,1,5,5,NA,NA,4,4,1,NA,1,NA,4,5,5,2,2,4,4,2,1,5,1,1,1,1,4,2,5,2,1,2,1,2,2,2,2,2,1,2,100
2023-11-15 18:30:43,37,2,3,NA,4,4,NA,4,2,NA,NA,2,2,5,NA,2,4,NA,2,NA,4,3,2,NA,4,2,4,NA,4,3,NA,1,5,NA,NA,4,1,4,NA,4,4,4,NA,NA,3,4,4,4,1,3,4,2,1,4,1,1,2,3,4,2,4,1,1,2,1,2,2,2,2,2,1,1,100
2023-11-16 15:02:51,37,NA,3,2,3,NA,1,NA,3,4,NA,4,4,5,NA,1,3,2,NA,2,4,NA,3,NA,5,4,2,NA,4,2,NA,NA,3,1,4,NA,2,NA,4,2,2,NA,2,NA,3,4,2,2,1,4,4,2,1,4,2,1,1,1,4,4,4,1,2,2,1,2,2,1,2,2,2,2,100
2023-11-16 17:05:06,37,4,NA,2,4,NA,2,4,NA,2,NA,4,4,NA,5,1,3,NA,2,4,NA,2,4,NA,2,5,2,NA,1,4,NA,NA,4,1,5,NA,1,4,NA,3,NA,4,4,4,3,NA,4,2,1,4,5,2,1,4,1,1,1,1,4,4,2,1,1,2,1,2,2,1,2,2,1,2,100
2023-11-17 09:04:57,37,4,NA,1,4,NA,2,4,2,NA,3,NA,3,5,5,NA,NA,2,3,NA,1,2,4,2,NA,4,NA,1,NA,4,4,1,NA,1,5,NA,2,4,NA,4,NA,4,4,4,NA,2,2,2,1,4,4,1,1,4,1,1,1,4,4,3,2,1,2,2,1,1,2,2,2,2,1,2,100
2023-11-17 10:10:45,37,4,NA,2,4,4,NA,4,NA,3,3,3,NA,NA,5,2,NA,2,4,NA,2,3,4,5,NA,3,3,NA,1,NA,5,1,NA,1,5,NA,1,NA,4,2,4,4,NA,NA,4,2,3,1,1,1,5,1,1,4,1,1,1,1,4,1,2,1,1,2,1,2,2,2,2,2,1,2,100
2023-11-17 15:26:13,37,2,NA,4,2,2,NA,2,2,NA,NA,4,4,5,5,NA,NA,1,3,4,1,NA,NA,4,1,2,4,NA,1,4,NA,NA,4,2,4,5,NA,4,NA,4,1,NA,1,2,4,NA,4,4,1,2,4,1,1,4,1,1,2,3,3,1,4,2,1,2,1,2,2,2,2,1,1,2,100
2023-11-17 17:21:53,37,4,4,NA,NA,4,4,4,4,NA,2,2,NA,4,5,NA,3,3,NA,NA,4,4,3,2,NA,NA,4,4,2,5,NA,1,5,NA,NA,5,1,2,NA,2,NA,1,1,2,NA,5,1,2,3,2,4,1,2,4,1,1,1,1,4,2,5,1,2,2,1,2,2,2,2,2,2,2,100
2023-11-17 19:27:23,37,NA,4,1,4,2,NA,5,NA,2,2,4,NA,NA,4,1,NA,4,1,4,NA,2,NA,4,2,5,NA,1,1,5,NA,1,4,NA,4,NA,1,2,1,NA,NA,4,3,4,2,NA,4,2,1,4,4,2,1,4,1,1,4,4,5,1,3,1,2,2,1,2,2,2,2,2,2,2,100
2023-11-19 19:18:57,37,4,4,NA,4,NA,5,NA,5,2,5,NA,1,5,5,NA,4,1,NA,NA,2,1,NA,3,4,4,NA,1,1,5,NA,1,5,NA,NA,4,2,5,3,NA,NA,5,5,NA,5,3,4,2,1,1,4,2,1,5,1,1,1,1,3,3,3,1,2,2,1,2,2,1,2,2,1,1,100
2023-11-20 09:00:58,37,NA,3,2,4,NA,1,NA,2,2,3,NA,2,NA,5,1,NA,1,2,4,NA,1,4,5,NA,4,NA,2,1,5,NA,NA,4,2,4,NA,1,4,NA,4,1,NA,2,NA,3,3,4,2,1,2,3,1,1,4,1,1,1,2,3,2,2,1,1,2,1,2,2,2,2,2,1,2,100
2023-11-20 10:33:46,37,4,NA,1,NA,4,2,4,NA,2,5,NA,1,5,5,NA,2,3,NA,4,2,NA,NA,5,2,NA,4,3,NA,4,4,1,5,NA,5,5,NA,NA,4,2,3,NA,3,4,NA,3,5,2,1,4,4,2,1,4,1,1,1,2,2,2,1,1,1,2,1,2,2,2,2,2,2,2,100
2023-11-20 12:12:01,37,NA,5,1,NA,4,1,4,4,NA,2,2,NA,5,5,NA,4,2,NA,4,NA,3,4,4,NA,4,4,NA,NA,5,5,1,5,NA,5,5,NA,NA,4,2,4,NA,4,NA,5,5,5,4,1,4,5,1,1,4,1,1,1,5,3,4,4,1,1,2,1,2,2,2,2,2,2,2,100
2023-11-20 14:12:46,37,3,NA,2,NA,3,1,4,4,NA,4,NA,2,4,NA,1,3,2,NA,NA,2,3,4,NA,2,4,NA,2,4,3,NA,NA,5,1,4,5,NA,4,NA,3,4,4,NA,2,4,NA,4,1,3,4,4,2,1,4,2,1,1,2,3,4,2,2,1,2,1,1,2,1,2,1,1,2,100
2023-11-20 16:05:37,37,4,NA,2,4,4,NA,NA,4,2,NA,4,4,NA,5,2,3,2,NA,4,NA,1,NA,5,2,4,NA,1,2,4,NA,NA,5,1,NA,4,2,5,2,NA,5,NA,4,2,5,NA,5,4,1,4,4,2,1,5,1,1,2,1,5,2,4,3,1,2,1,2,2,2,2,2,2,2,100
2023-11-20 19:06:02,37,4,4,NA,NA,2,4,NA,4,3,4,2,NA,5,NA,2,4,2,NA,4,1,NA,NA,4,1,NA,4,1,NA,4,5,1,5,NA,5,NA,2,4,NA,3,NA,2,3,5,NA,2,5,1,1,3,4,2,1,5,1,1,1,4,3,2,4,1,1,2,1,2,2,2,2,2,2,2,100
2023-11-21 09:10:43,37,1,2,NA,3,3,NA,2,2,NA,5,NA,2,NA,3,1,4,4,NA,NA,2,1,3,3,NA,NA,4,1,4,NA,4,1,NA,1,4,NA,2,2,4,NA,4,4,NA,4,4,NA,4,3,1,4,4,2,1,2,1,1,1,1,4,4,4,2,1,2,1,2,2,2,2,2,2,2,100
2023-11-21 11:46:18,37,4,NA,2,NA,4,2,4,4,NA,4,2,NA,5,NA,2,4,2,NA,5,NA,2,NA,4,2,NA,4,1,3,NA,4,1,5,NA,5,4,NA,NA,4,4,NA,3,3,4,NA,2,4,2,1,4,4,4,1,4,1,1,1,4,4,4,3,1,1,2,1,2,1,1,2,2,2,2,100
2023-11-21 12:35:23,37,5,NA,1,NA,4,2,5,3,NA,NA,2,2,5,NA,2,4,1,NA,NA,1,1,NA,4,2,NA,4,4,4,NA,4,2,NA,1,4,4,NA,3,NA,2,3,3,NA,NA,4,3,5,2,4,4,3,4,1,4,1,2,1,1,3,3,3,1,1,2,1,2,2,2,2,2,2,1,100
2023-11-21 16:19:17,37,4,NA,1,NA,4,1,NA,4,1,4,NA,2,4,NA,2,1,NA,4,NA,1,2,5,NA,2,4,NA,2,1,4,NA,NA,4,1,5,NA,2,1,NA,2,NA,3,3,2,NA,4,5,2,1,2,4,1,1,4,1,1,1,1,4,3,4,2,2,2,1,2,2,2,2,2,2,2,100
2023-11-21 18:08:26,37,4,NA,1,NA,2,4,3,NA,4,NA,4,4,NA,4,4,4,2,NA,4,NA,2,NA,2,4,2,NA,4,2,4,NA,1,4,NA,4,NA,2,NA,4,1,3,3,NA,2,4,NA,4,4,1,4,4,2,1,4,1,1,2,1,4,3,3,1,2,2,1,2,1,2,2,2,2,2,100
2023-11-22 08:38:56,37,2,NA,1,3,4,NA,2,2,NA,4,2,NA,NA,4,1,4,NA,3,2,3,NA,4,NA,2,4,4,NA,1,5,NA,NA,5,1,NA,4,2,4,NA,2,2,NA,3,4,NA,2,5,2,1,3,5,2,1,4,2,1,1,3,4,1,4,1,2,2,1,2,2,2,2,1,2,2,100
2023-11-22 12:00:33,37,NA,2,4,4,2,NA,4,NA,2,NA,2,2,5,NA,1,2,NA,2,NA,2,2,4,4,NA,4,NA,3,4,4,NA,1,2,NA,4,5,NA,4,2,NA,NA,2,4,NA,4,4,4,4,1,2,4,4,2,4,1,1,1,3,4,3,4,1,2,2,1,2,2,2,2,2,2,2,100
2023-11-22 12:41:03,37,5,NA,1,4,NA,2,NA,4,2,NA,4,4,4,NA,2,2,NA,2,NA,2,1,4,4,NA,4,NA,2,NA,5,5,NA,4,2,NA,4,2,2,4,NA,NA,3,4,4,NA,4,4,2,1,4,4,2,1,4,1,1,1,3,4,2,4,1,2,2,1,2,2,2,2,2,2,2,100
2023-11-22 16:59:59,37,4,4,NA,NA,4,2,4,NA,2,NA,2,2,5,5,NA,3,4,NA,4,2,NA,4,NA,2,4,2,NA,1,4,NA,NA,5,2,5,NA,2,4,NA,4,NA,4,5,2,4,NA,2,2,1,4,4,2,1,3,1,1,2,4,3,1,4,1,2,2,1,2,2,2,2,2,2,2,100
2023-11-22 19:47:33,37,NA,5,2,5,NA,1,4,NA,1,NA,2,3,NA,5,1,NA,2,1,5,NA,2,NA,2,3,2,4,NA,NA,4,5,1,4,NA,5,5,NA,4,NA,5,4,4,NA,NA,4,4,1,1,1,4,4,1,2,4,1,1,1,1,4,1,4,2,2,2,1,2,2,2,2,2,2,2,100
2023-11-23 10:23:52,37,3,NA,1,NA,4,1,4,NA,3,4,2,NA,NA,5,1,4,1,NA,4,1,NA,NA,2,4,4,5,NA,2,NA,5,NA,5,1,NA,4,2,4,4,NA,NA,4,5,2,NA,4,1,2,1,5,4,1,1,3,1,1,1,1,4,2,3,1,2,2,1,2,2,2,2,1,2,2,100
2023-11-23 12:04:33,37,NA,4,2,4,4,NA,4,NA,1,4,1,NA,4,5,NA,NA,2,2,2,4,NA,1,2,NA,3,4,NA,NA,5,5,2,4,NA,NA,4,2,NA,3,2,3,NA,3,2,NA,4,3,1,1,4,5,1,1,4,1,1,1,4,4,4,3,2,2,2,1,2,2,2,2,1,2,2,100
2023-11-23 14:36:51,37,4,NA,2,NA,4,2,4,NA,2,4,NA,1,4,4,NA,NA,2,2,4,2,NA,4,2,NA,4,NA,2,2,NA,5,1,NA,1,4,NA,1,2,2,NA,5,NA,4,4,2,NA,1,2,1,5,5,1,1,3,2,1,1,1,4,3,4,1,2,2,1,2,2,2,2,2,2,NA,100
2023-11-23 16:36:44,37,3,4,NA,4,NA,2,4,NA,2,4,4,NA,NA,5,2,5,NA,4,2,4,NA,1,2,NA,2,4,NA,1,NA,5,NA,4,2,NA,5,2,3,5,NA,NA,2,2,4,NA,3,4,2,2,1,4,1,1,4,1,2,2,3,3,2,3,2,2,2,1,2,2,2,2,2,2,2,100
2023-11-23 20:36:21,37,2,4,NA,2,2,NA,2,NA,4,4,2,NA,4,NA,1,NA,1,2,NA,1,2,3,2,NA,2,3,NA,2,NA,5,2,4,NA,4,4,NA,5,NA,3,NA,4,4,3,4,NA,1,1,1,1,3,2,1,1,1,1,1,2,4,4,4,1,2,2,1,2,1,2,2,2,2,1,100
2023-11-24 08:07:45,37,4,NA,1,NA,4,2,NA,2,3,4,NA,2,NA,5,1,3,2,NA,4,NA,2,5,2,NA,NA,4,2,2,5,NA,2,NA,2,5,NA,1,2,NA,4,2,NA,2,2,NA,4,3,2,1,1,4,2,1,4,1,1,1,1,3,2,3,1,2,2,1,2,2,2,2,1,2,2,100
2023-11-24 10:43:45,37,4,NA,2,4,NA,1,4,2,NA,NA,3,3,4,4,NA,4,2,NA,NA,2,2,NA,2,3,4,2,NA,2,4,NA,NA,4,2,NA,4,2,NA,4,3,1,NA,2,2,NA,4,2,2,1,1,4,2,1,4,2,2,1,2,2,2,4,1,2,2,1,2,2,2,2,2,2,2,100
2023-11-24 12:30:59,37,NA,2,1,NA,4,2,NA,4,2,NA,1,1,5,5,NA,4,3,NA,NA,1,1,4,NA,3,4,NA,2,NA,4,5,1,NA,2,NA,4,1,4,NA,4,NA,2,2,3,NA,3,1,4,1,4,5,1,1,4,1,1,1,1,3,2,1,1,2,2,1,2,1,1,2,2,2,2,100
2023-11-24 14:09:54,37,4,NA,1,3,4,NA,3,3,NA,NA,2,1,5,NA,1,4,NA,2,4,NA,2,4,2,NA,NA,3,2,NA,4,5,1,5,NA,4,NA,2,NA,4,2,4,4,NA,4,1,NA,1,1,1,2,3,3,1,4,1,1,2,3,4,2,4,1,2,2,1,2,2,1,2,2,2,2,100
2023-11-24 16:24:56,37,4,NA,2,4,NA,2,NA,3,4,NA,2,1,4,4,NA,NA,2,2,4,2,NA,NA,4,1,4,1,NA,1,NA,4,NA,5,2,4,NA,2,4,2,NA,NA,1,2,2,NA,2,1,2,1,4,3,3,1,1,1,1,1,1,3,1,2,1,2,2,1,2,2,1,2,1,2,2,100
2023-10-28 09:43:32,38,5,NA,1,4,NA,2,NA,5,1,NA,1,1,5,NA,1,NA,1,1,5,NA,1,5,NA,1,5,1,NA,2,NA,5,1,NA,1,5,5,NA,3,NA,3,3,3,NA,NA,4,5,5,1,1,1,5,1,1,5,1,1,1,1,5,1,5,1,2,2,1,2,2,1,2,2,2,2,109
2023-10-28 10:17:29,38,NA,5,1,NA,3,1,5,NA,1,3,1,NA,5,NA,1,3,NA,1,3,NA,1,5,5,NA,5,1,NA,1,1,NA,1,NA,1,5,5,NA,3,NA,3,3,3,NA,3,NA,3,5,1,1,1,5,1,1,5,1,1,1,1,5,1,5,1,2,2,1,2,2,2,2,2,2,2,109
2023-10-28 12:08:16,38,NA,3,3,NA,3,3,2,5,NA,2,2,NA,NA,4,4,5,4,NA,5,1,NA,1,3,NA,3,NA,1,5,2,NA,NA,5,1,5,5,NA,3,NA,3,3,5,NA,3,NA,3,1,1,1,1,5,1,1,1,1,1,1,1,4,4,3,1,2,2,1,2,2,1,2,2,2,1,109
2023-10-28 14:02:40,38,NA,3,3,NA,3,3,NA,2,3,3,NA,3,3,3,NA,3,3,NA,4,NA,2,2,NA,4,3,2,NA,NA,4,4,NA,5,1,5,5,NA,3,1,NA,5,NA,5,3,3,NA,5,2,1,1,3,1,1,1,1,1,1,1,4,4,3,1,1,2,2,2,2,1,2,1,2,1,109
2023-10-28 16:10:02,38,NA,5,1,NA,5,1,5,NA,1,2,5,NA,4,NA,4,5,1,NA,5,1,NA,NA,5,1,NA,1,1,1,NA,5,1,NA,1,NA,5,1,5,1,NA,4,NA,5,2,3,NA,1,1,4,1,5,1,1,5,1,1,1,4,5,1,5,1,2,2,1,1,2,2,2,2,2,2,109
